state,wave_id,onset_week,peak_week,end_week,wave_end_censored,wave_order,is_recurrence,peak_incidence_raw,peak_incidence_smooth,peak_cases,preceding_trough_week,preceding_trough_incidence,trough_ratio,trough_duration_weeks,duration_weeks,weeks_onset_to_peak,total_cases,cumulative_incidence_per_100k,first4_cases,first6_cases,first8_cases,first4_nonzero_weeks,first6_nonzero_weeks,first8_nonzero_weeks,candidate_wave,major_epidemic_primary,major_epidemic_abs50,major_epidemic_abs100,major_epidemic_abs200,major_epidemic_inc2,major_epidemic_inc5,major_epidemic_inc10,re4_prefit_eligible,re6_prefit_eligible,re8_prefit_eligible,early_peak_flag,reporting_anomaly_flag,wave_definition_stable,major_wave_definition_stable,reason_not_major,reason_re6_not_eligible,Re_early_4_q025,Re_early_4_median,Re_early_4_q975,re4_fit_status,re4_fit_reason,re4_fit_pass,re4_divergences,re4_treedepth_hits,re4_rhat,re4_bulk_ess,re4_tail_ess,re4_min_bfmi,re4_bfmi_by_chain,re4_elapsed_seconds,re4_ppc_mean_abs_error,re4_ppc_all_weeks_95_coverage,Re_early_6_q025,Re_early_6_median,Re_early_6_q975,re6_fit_status,re6_fit_reason,re6_fit_pass,re6_divergences,re6_treedepth_hits,re6_rhat,re6_bulk_ess,re6_tail_ess,re6_min_bfmi,re6_bfmi_by_chain,re6_elapsed_seconds,re6_ppc_mean_abs_error,re6_ppc_all_weeks_95_coverage,Re_early_8_q025,Re_early_8_median,Re_early_8_q975,re8_fit_status,re8_fit_reason,re8_fit_pass,re8_divergences,re8_treedepth_hits,re8_rhat,re8_bulk_ess,re8_tail_ess,re8_min_bfmi,re8_bfmi_by_chain,re8_elapsed_seconds,re8_ppc_mean_abs_error,re8_ppc_all_weeks_95_coverage,weeks_since_previous_wave,previous_wave_total_cases,preceding_trough_ratio,re6_analysis_usable,calendar_year
CE,CE_wave_03,2017-02-12,2017-04-23,2018-12-16,FALSE,2,TRUE,97.28620566,107.9277015,8682,2016-12-18,1.483876053,0.06292815,27,97,10,106695,1195.477289,4963,11941,25478,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.3998501423808292,2.0000676143855927,2.9988411814973412,fitted,NA,TRUE,0,0,1.0000015428903548,13819.631107343133,5719.499499693413,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,218.4120625,1,1.4914926315291894,2.0970421266971613,3.088328977604876,fitted,NA,TRUE,0,0,0.9998733451817433,13848.686018376487,4845.509059062973,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,220.72212499999998,1,1.5689965908816905,2.1120214652766602,2.9290224529593396,fitted,NA,TRUE,0,0,0.9997538111264771,15517.131324558448,5567.610257378709,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,328.1446562500001,1,56,30516,0.06292815,TRUE,2017
CE,CE_wave_04,2018-12-30,2019-04-28,2019-09-08,FALSE,3,TRUE,0.652970446,0.645592248,59,2018-12-16,0.063126896,0.097781373,24,37,17,1094,12.10834893,64,102,159,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.2224392156393817,1.9070915492504181,3.0388002139541896,fitted,NA,TRUE,0,0,0.9999099478305901,15819.65804245135,5129.05269221225,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,5.75015625,1,1.097571094752463,1.6170346314445174,2.4365354166987028,fitted,NA,TRUE,0,0,0.999819359967154,17041.150456337193,5785.677001198261,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,7.1423958333333335,1,1.1302286782575741,1.5879126671497388,2.2838160760972634,fitted,NA,TRUE,0,0,0.9996741281510736,17405.47278278531,5921.623863209227,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,7.196765624999999,1,14,106695,0.097781373,TRUE,2018
CE,CE_wave_05,2019-09-22,2020-08-02,2020-12-20,FALSE,4,TRUE,0.429093461,0.403421203,39,2019-09-08,0.092227464,0.228613329,3,66,45,1119,12.31869073,50,60,67,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.792889836238944,1.2585856848401893,2.032638564877239,fitted,NA,TRUE,0,0,0.9998506123110402,16230.943832371515,5525.135390200017,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.457437499999999,1,0.6609838907084242,1.0029392098604584,1.5541638635634345,fitted,NA,TRUE,0,0,0.9997010711317661,15838.480480421493,5262.180202307415,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,5.800104166666666,1,0.6213159921162721,0.9141513583168475,1.3684584959858959,fitted,NA,TRUE,0,0,0.9996431106070789,17049.82482578703,5333.567682631418,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.801859375,1,14,1094,0.228613329,TRUE,2019
CE,CE_wave_06,2022-01-23,2022-05-15,2023-12-17,FALSE,5,TRUE,38.42646832,36.23285283,3521,2020-12-20,0.036674655,0.090909091,17,100,16,52761,575.7274326,1411,3260,5997,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.7613978581587033,2.529381222078893,3.7900627477803397,fitted,NA,TRUE,0,0,0.9998149032817141,17260.596134159343,5597.41100454233,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,38.13596874999999,1,1.7235641397104933,2.404426179398206,3.4800158165489123,fitted,NA,TRUE,0,0,0.9996049243415185,18261.674536964943,5841.040075822812,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,61.51837499999999,1,1.653200154182753,2.247258715369899,3.151634713877502,fitted,NA,TRUE,0,0,0.9995983768258435,16459.74846993609,5416.551926366596,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,174.36746874999997,1,399,1119,0.090909091,TRUE,2022
CE,CE_wave_07,2024-01-07,2024-04-07,2024-12-15,FALSE,6,TRUE,0.693116573,0.58842709,64,2023-12-17,0.039869495,0.067756049,22,50,13,882,9.552012767,51,96,176,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,1.1221497227957575,1.7651811295201152,2.8283843465952847,fitted,NA,TRUE,0,0,0.9999925981110129,14121.615748221502,4911.295029116546,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,2.4789375,1,1.1629213475499542,1.7160978478078874,2.616985139099283,fitted,NA,TRUE,0,0,0.9998003156980451,15045.561439058405,5385.324753243955,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,2.244833333333333,1,1.2510220208408607,1.7560322419421805,2.5568061478701196,fitted,NA,TRUE,0,0,0.9997811594661635,15429.57028408348,5231.230295752927,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,2.3527812499999996,1,21,52761,0.067756049,TRUE,2024
CE,CE_wave_08,2025-01-19,2025-05-04,2025-12-28,FALSE,7,TRUE,0.431553649,0.463920173,40,2024-12-15,0.021659893,0.046688836,38,50,15,676,7.293256672,28,41,62,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,0.9029825133505845,1.513582106490489,2.5013571633051543,fitted,NA,TRUE,0,0,0.9997681235381211,17478.748252020974,5983.3986795500805,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,1.4615000000000002,1,0.8334308999551633,1.3070673248567606,2.0819756199966752,fitted,NA,TRUE,0,0,0.9997537440624392,16924.585642285536,5439.394973638634,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,2.0278125,1,0.8982818127778192,1.3290131764444348,2.011157748565933,fitted,NA,TRUE,0,0,0.9998148659120438,14373.943853776567,4508.348462226546,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,2.0636875,1,35,882,0.046688836,TRUE,2025
DF,DF_wave_12,2021-11-07,2022-05-01,2022-11-06,FALSE,1,FALSE,0.914502175,0.790310522,27,2021-10-31,0.01134549,0.03030303,27,53,25,471,15.95447657,7,8,9,2,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,too few nonzero raw incidence weeks; fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03030303,FALSE,2021
DF,DF_wave_13,2022-12-25,2023-05-07,2023-08-06,FALSE,2,TRUE,1.044635242,0.909843598,31,2022-11-06,0.033870451,0.042857143,22,33,19,501,16.88265343,29,74,102,3,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.3894486348021446,2.340047026844069,3.990405084991642,fitted,NA,TRUE,0,0,0.9996266508246601,14505.872505670972,5392.907423245621,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.15853125,1,1.5468566129474841,2.3549508475773244,3.6790922517227242,fitted,NA,TRUE,0,0,0.9998108222425653,16475.917104569755,5817.569124192404,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.489437499999999,1,1.2968397823930076,1.8860641736244146,2.7726658620427864,fitted,NA,TRUE,0,0,0.9996334694310355,17180.927931694754,5615.690101996317,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,8.35390625,1,49,471,0.042857143,TRUE,2022
DF,DF_wave_14,2023-09-10,2024-03-10,2024-09-08,FALSE,3,TRUE,1.307488422,0.99458521,39,2023-08-06,0.056163185,0.061728395,23,53,26,375,12.58356604,13,20,26,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,501,0.061728395,FALSE,2023
DF,DF_wave_15,2024-09-15,2025-02-16,2025-09-07,FALSE,4,TRUE,0.300310421,0.255819988,9,2024-09-08,0.033525344,0.131050527,4,52,22,196,6.547497032,8,14,27,4,6,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,375,0.131050527,FALSE,2024
ES,ES_wave_02,2016-12-18,2017-03-12,2017-07-16,FALSE,1,FALSE,1.152501274,0.939075112,45,2016-09-18,0,0,4,31,12,629,16.11074377,38,67,122,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,2.3148692439956253,3.7467589703726403,6.139828062268854,fitted,NA,TRUE,0,0,0.9995474877645791,15148.499264412361,5593.716123912203,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,7.07946875,0.75,1.718747970909903,2.6993524440215397,4.272909083049022,fitted,NA,TRUE,0,0,0.9995922993065457,16986.921136038407,5239.46613193731,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,10.546979166666667,0.8333333333333334,1.6690207792304468,2.422074533082019,3.6119316030578767,fitted,NA,TRUE,0,0,0.9996061245415571,17407.5497686405,5910.326344169411,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,9.2094375,0.875,NA,NA,0,TRUE,2016
ES,ES_wave_03,2017-07-30,2018-06-24,2018-10-28,FALSE,2,TRUE,0.66038136,0.609582794,26,2017-07-16,0.136592744,0.224075786,8,66,47,626,15.92516211,25,39,53,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.6274067529263088,1.0520434280737536,1.7583720590721208,fitted,NA,TRUE,0,0,0.9995705136565896,14784.69279072308,5198.016090713937,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,2.54071875,1,0.6974363615059742,1.1020368431999619,1.7510024120198537,fitted,NA,TRUE,0,0,0.9996898065261584,16082.222365261945,5604.688695641617,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,2.4592083333333337,1,0.7232608424143933,1.0795611550892352,1.6051217242412448,fitted,NA,TRUE,0,0,0.9996778101100646,16083.261003818354,5268.6879677645,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,2.55515625,1,14,629,0.224075786,TRUE,2017
ES,ES_wave_04,2018-12-23,2019-05-05,2019-09-22,FALSE,3,TRUE,1.964731062,1.889164483,78,2018-10-28,0.050798566,0.083333333,11,40,19,1127,28.39163258,31,56,74,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.9251188233846072,1.5081419170629253,2.515703435388418,fitted,NA,TRUE,0,0,0.999784514476437,15551.342282883152,5546.911406198417,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,5.66746875,1,0.9908321500794505,1.5179686921513635,2.370790304986947,fitted,NA,TRUE,0,0,0.9997219880403986,15910.252024925921,5473.271721259424,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.106583333333333,1,0.9230467446390466,1.3403598770990692,1.970496522787438,fitted,NA,TRUE,0,0,1.0000211805456494,16503.734582513218,5486.012218070219,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.08303125,0.875,56,626,0.083333333,TRUE,2018
ES,ES_wave_05,2019-12-01,2020-01-19,2020-04-19,FALSE,4,TRUE,10.77104972,10.3961872,431,2019-09-22,0.310662604,0.164444444,10,21,7,4885,122.2556774,595,1239,2090,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,2.3995909476825488,3.472944640460464,5.2268333634009005,fitted,NA,TRUE,0,0,0.9999109931426455,14173.171169170699,4703.4718456348855,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,30.112656250000004,1,2.067978641048868,2.900755523895935,4.248144348838886,fitted,NA,TRUE,0,0,1.0002157353375434,11134.148088775071,5617.5196001702525,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,106.39504166666667,1,1.8912581854043304,2.5498958412352124,3.569635084461023,fitted,NA,TRUE,0,0,1.0001966454866835,15014.30927905848,5728.698004834551,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,157.409703125,1,70,1127,0.164444444,TRUE,2019
ES,ES_wave_08,2021-12-26,2022-04-03,2022-09-11,FALSE,5,TRUE,1.703319721,1.760919905,69,2021-05-23,0,0,31,38,14,941,23.22933126,38,66,90,3,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_fittable,pre-onset renewal infectiousness is unavailable or zero,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_fittable,pre-onset renewal infectiousness is unavailable or zero,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,4885,0,FALSE,2021
ES,ES_wave_09,2022-12-04,2023-06-04,2023-12-24,FALSE,6,TRUE,3.974418484,4.187041695,162,2022-09-11,0.074057379,0.042056075,30,56,26,5013,122.9969885,71,144,227,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.0580345482391045,1.6319792286271655,2.589893452702591,fitted,NA,TRUE,0,0,0.9996343974732982,16948.365633268462,5487.024425573598,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,1.6758125000000001,1,1.1804311422464102,1.7250589050763958,2.587002435312551,fitted,NA,TRUE,0,0,0.9996622326756006,15346.83268863892,5503.00809850092,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,3.7795624999999995,1,1.1655264368025582,1.6095453857714248,2.3012397389487833,fitted,NA,TRUE,0,0,0.999749164510254,17058.948442672394,5354.096126845467,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,5.955390625,1,84,941,0.042056075,TRUE,2022
ES,ES_wave_10,2024-01-14,2024-03-17,2024-09-29,FALSE,7,TRUE,16.84491151,15.91856326,691,2023-12-24,0.580624923,0.138671875,6,38,9,11777,287.0948232,550,1176,2242,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.7691069268278312,2.55947222497768,3.8625148333700206,fitted,NA,TRUE,0,0,0.9998835357125216,13860.14150136241,5503.2856935734335,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,43.19496875,1,1.6696894876695902,2.3728688705694765,3.5176315962265137,fitted,NA,TRUE,0,0,0.999964524682087,14403.940041136586,5363.315038400244,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,44.07879166666667,1,1.6515093546236042,2.267097647863233,3.1757778264018985,fitted,NA,TRUE,0,0,0.999725516209314,18531.397958327754,5437.484560317089,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,54.49437499999999,1,21,5013,0.138671875,TRUE,2024
ES,ES_wave_11,2024-11-17,2025-01-05,2025-12-28,FALSE,8,TRUE,3.343951591,4.244855575,138,2024-09-29,1.031984448,0.243114148,9,59,7,2925,70.9864818,328,493,886,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.0503134997721078,1.5398528211030902,2.3402975900952114,fitted,NA,TRUE,0,0,0.9996467476420239,16037.667105136483,5364.083910097745,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,15.7511875,1,0.9381612300919486,1.3465957002992042,2.0164480956217967,fitted,NA,TRUE,0,0,0.9998684830702512,15008.676567884271,5576.972103917618,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,26.575875,1,1.1001913283304459,1.505056244995288,2.1135496684179724,fitted,NA,TRUE,0,0,0.9998114919018745,13643.51136593666,5217.811730679544,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,39.6074375,1,49,11777,0.243114148,TRUE,2024
GO,GO_wave_15,2021-11-28,2022-03-27,2022-12-18,FALSE,1,FALSE,2.888385828,2.670831127,208,2021-08-29,0.018689963,0.059701493,19,56,17,4122,57.25444087,103,187,387,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.3975632158273523,2.1241711912695598,3.3829627036342607,fitted,NA,TRUE,0,0,0.9995759255741702,15221.40154245785,5471.070237699938,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,9.895937499999999,1,1.3594626109529058,1.9651509078894964,2.9547164872175213,fitted,NA,TRUE,0,0,1.0000669319765667,14355.293391129619,4994.486969343484,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,17.460416666666667,0.8333333333333334,1.5864397520270273,2.1567165920536646,3.024539873791669,fitted,NA,TRUE,0,0,0.9996415311656148,14882.560143968845,5982.836402818932,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,17.879171874999997,0.875,NA,NA,0.059701493,TRUE,2021
GO,GO_wave_16,2022-12-25,2023-05-07,2023-10-01,FALSE,2,TRUE,1.457152232,1.484645671,106,2022-12-18,0.060174705,0.040531358,29,41,19,1901,26.13307215,58,123,205,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.2231729146395203,1.892636674101598,2.983922310037813,fitted,NA,TRUE,0,0,0.9997142918414597,13031.590782362331,5054.816613865013,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,9.41840625,0.75,1.316446050771139,1.9365642686158768,2.9233969734991025,fitted,NA,TRUE,0,0,0.9998225597888077,15346.741217507284,5596.347461598581,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,7.430083333333333,1,1.2762239635646875,1.8098239595542962,2.6221025736334553,fitted,NA,TRUE,0,0,0.9996730487004811,17849.636066871477,5514.542857762625,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,7.917187499999999,0.875,7,4122,0.040531358,TRUE,2022
GO,GO_wave_17,2023-11-12,2024-03-03,2024-10-13,FALSE,3,TRUE,6.761460437,6.883901371,497,2023-10-01,0.123720473,0.083333333,17,49,16,10985,149.5699347,213,523,872,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.2598597656053003,1.81882178103589,2.79114467249531,fitted,NA,TRUE,0,0,0.9998317983540335,14120.817026037766,5459.901236354445,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,20.881375,1,1.4450880074512753,2.052078188391749,3.0255533262610608,fitted,NA,TRUE,0,0,0.9995980596111945,18146.522749917975,5712.13498909993,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,27.331583333333334,1,1.3876046611430466,1.8721414553821618,2.598143089059962,fitted,NA,TRUE,0,0,0.999530106195503,16502.619993455635,5822.922673303619,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,43.600140625,1,42,1901,0.083333333,TRUE,2023
GO,GO_wave_18,2024-10-20,2025-05-11,2025-09-14,FALSE,4,TRUE,1.25275657,1.342559908,93,2024-10-13,0.122440933,0.091199605,22,48,29,1988,26.80495854,57,98,132,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.7866128696812059,1.230917094922646,1.9726250171106443,fitted,NA,TRUE,0,0,0.9999596252689721,15469.230425561804,5555.983538399543,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.116781249999999,1,0.8803525142963305,1.2964305277326518,1.9762892958486424,fitted,NA,TRUE,0,0,0.9996664605805455,15189.545573684456,5226.068737678747,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,3.6531458333333333,1,0.8511937200655166,1.206480081336835,1.736524879056438,fitted,NA,TRUE,0,0,0.9996039533349411,13295.930136024477,5872.986640735264,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,3.950953125,1,7,10985,0.091199605,TRUE,2024
MA,MA_wave_02,2016-02-28,2016-04-24,2016-10-02,FALSE,1,FALSE,12.67505046,12.19912902,870,2015-06-07,0,0,23,32,8,7016,102.216269,724,1561,3006,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,2.377611612516084,3.4065704203308624,5.15178527123214,fitted,NA,TRUE,0,0,0.9998024736524332,13704.966077165207,5173.97330254191,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,45.79021875000001,1,2.0584851732844207,2.8994752525778673,4.256280755868049,fitted,NA,TRUE,0,0,0.9996613015775421,14911.747413490073,5571.216625864683,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,106.85054166666667,1,1.946649844262572,2.655629816367191,3.733590760005586,fitted,NA,TRUE,0,0,0.9999863806110781,13866.803288646868,5431.613500674277,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,145.47571875,1,NA,NA,0,TRUE,2016
MA,MA_wave_03,2016-12-25,2017-04-09,2017-12-03,FALSE,2,TRUE,4.208769479,4.8473414,290,2016-10-02,0.024281706,0.005009283,31,50,15,5048,73.26234326,158,371,695,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.4687654123900427,2.1769417673219005,3.3811103595807213,fitted,NA,TRUE,0,0,0.9997968396408081,14875.672750217575,4994.932553594859,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,7.9034062500000015,1,1.5386952857763174,2.1809691322740736,3.1829002254373377,fitted,NA,TRUE,0,0,0.9996916585861201,15611.990083234874,5999.096311340614,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,8.011479166666668,1,1.5223841504063305,2.073969986004702,2.905512663014716,fitted,NA,TRUE,0,0,0.9998029033287469,14799.401851855846,5737.977125362182,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,15.646796875000003,1,84,7016,0.005009283,TRUE,2016
MA,MA_wave_04,2017-12-17,2018-04-29,2018-12-09,FALSE,3,TRUE,0.37588463,0.380703664,26,2017-12-03,0.067727325,0.177900376,4,52,19,522,7.547724744,39,74,89,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,1.020414501842464,1.6355598579671424,2.695305207546739,fitted,NA,TRUE,0,0,0.9998380618613174,15660.342828933995,5400.545334537961,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.291375,1,1.0795123121151857,1.6425741241809544,2.5488079979839005,fitted,NA,TRUE,0,0,0.9998279257529241,15450.571775236345,5121.5296453261235,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,5.506395833333333,1,0.8976848359080747,1.312128868559844,1.9592213666637512,fitted,NA,TRUE,0,0,0.9996989550869032,18817.16615764766,5795.121867697597,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,7.267499999999999,1,14,5048,0.177900376,TRUE,2017
