current_path,file_type,scientific_pipeline,scientific_stage,artifact_class,producer_script,consumer_scripts,current_or_legacy,proposed_path,action,notes
"02_Script/stan/renewal_ceara_v4_2_q_juazeiro_serology_binomial.stan","Stan source","90_development_archive","","source_Stan","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_2_q_juazeiro_serology_binomial.stan","moved","No live pipeline references this file; see MODEL_REGISTRY.md"
"02_Script/stan/renewal_ceara_v4_3_4week_diagnostic.rds","R data (.rds)","90_development_archive","","legacy","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_3_4week_diagnostic.rds","moved",""
"02_Script/stan/renewal_ceara_v4_3_4week_diagnostic.stan","Stan source","90_development_archive","","source_Stan","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_3_4week_diagnostic.stan","moved","No live pipeline references this file; see MODEL_REGISTRY.md"
"02_Script/stan/renewal_ceara_v4_3_legacy_prior.rds","R data (.rds)","02_ceara_pipeline","baseline (v4.3 sensitivity)","table","","00_shared/legacy_model_functions/22_v4_3.../scripts/02_fit_v4_3.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_legacy_prior.rds","moved",""
"02_Script/stan/renewal_ceara_v4_3_legacy_prior.stan","Stan source","02_ceara_pipeline","baseline (v4.3 sensitivity)","source_Stan","","00_shared/legacy_model_functions/22_v4_3.../scripts/02_fit_v4_3.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_legacy_prior.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_3_weak_q.rds","R data (.rds)","02_ceara_pipeline","baseline (v4.3)","table","","00_shared/legacy_model_functions/22_v4_3.../scripts/02_fit_v4_3.R;03_fit_mode_targeted.R;04_mode_audit_analysis.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_weak_q.rds","moved",""
"02_Script/stan/renewal_ceara_v4_3_weak_q.stan","Stan source","02_ceara_pipeline","baseline (v4.3)","source_Stan","","00_shared/legacy_model_functions/22_v4_3.../scripts/02_fit_v4_3.R;03_fit_mode_targeted.R;04_mode_audit_analysis.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_weak_q.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_3_weak_q_truncated.rds","R data (.rds)","02_ceara_pipeline","baseline (v4.3 sensitivity)","table","","00_shared/legacy_model_functions/22_v4_3.../scripts/05_fit_truncated_partition.R;08_partition_bridge_sampling.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_weak_q_truncated.rds","moved",""
"02_Script/stan/renewal_ceara_v4_3_weak_q_truncated.stan","Stan source","02_ceara_pipeline","baseline (v4.3 sensitivity)","source_Stan","","00_shared/legacy_model_functions/22_v4_3.../scripts/05_fit_truncated_partition.R;08_partition_bridge_sampling.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_weak_q_truncated.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_3_weak_q_truncated_high.rds","R data (.rds)","02_ceara_pipeline","baseline (v4.3 sensitivity)","table","","00_shared/legacy_model_functions/22_v4_3.../scripts/05_fit_truncated_partition.R;08_partition_bridge_sampling.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_weak_q_truncated_high.rds","moved",""
"02_Script/stan/renewal_ceara_v4_3_weak_q_truncated_high.stan","Stan source","02_ceara_pipeline","baseline (v4.3 sensitivity)","source_Stan","","00_shared/legacy_model_functions/22_v4_3.../scripts/05_fit_truncated_partition.R;08_partition_bridge_sampling.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_3_weak_q_truncated_high.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_5_burden_shape.rds","R data (.rds)","90_development_archive","","legacy","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_5_burden_shape.rds","moved",""
"02_Script/stan/renewal_ceara_v4_5_burden_shape.stan","Stan source","90_development_archive","","source_Stan","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_5_burden_shape.stan","moved","No live pipeline references this file; see MODEL_REGISTRY.md"
"02_Script/stan/renewal_ceara_v4_6_fixed_q_sweep.rds","R data (.rds)","90_development_archive","","legacy","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_6_fixed_q_sweep.rds","moved",""
"02_Script/stan/renewal_ceara_v4_6_fixed_q_sweep.stan","Stan source","90_development_archive","","source_Stan","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_6_fixed_q_sweep.stan","moved","No live pipeline references this file; see MODEL_REGISTRY.md"
"02_Script/stan/renewal_ceara_v4_8_seeded_recurrence.rds","R data (.rds)","02_ceara_pipeline","baseline (v4.8)","table","","00_shared/legacy_model_functions/27_v4_8.../scripts/01_fit_v4_8.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_8_seeded_recurrence.rds","moved",""
"02_Script/stan/renewal_ceara_v4_8_seeded_recurrence.stan","Stan source","02_ceara_pipeline","baseline (v4.8)","source_Stan","","00_shared/legacy_model_functions/27_v4_8.../scripts/01_fit_v4_8.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_8_seeded_recurrence.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_9_bahia_multisite_serology.rds","R data (.rds)","multistate","transmission_fitting","table","","03_bahia_pipeline/02_transmission_fitting/03_fit_bahia_multisite_serology.R;04_pernambuco_pipeline/.../03_fit_pe_fixed_q_sweep.R","current","02_Script/00_shared/stan/current/multistate/renewal_ceara_v4_9_bahia_multisite_serology.rds","moved",""
"02_Script/stan/renewal_ceara_v4_9_bahia_multisite_serology.stan","Stan source","multistate","transmission_fitting","source_Stan","","03_bahia_pipeline/02_transmission_fitting/03_fit_bahia_multisite_serology.R;04_pernambuco_pipeline/.../03_fit_pe_fixed_q_sweep.R","current","02_Script/00_shared/stan/current/multistate/renewal_ceara_v4_9_bahia_multisite_serology.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_9_climate_canary_primary.stan","Stan source","90_development_archive","","source_Stan","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v4_9_climate_canary_primary.stan","moved","No live pipeline references this file; see MODEL_REGISTRY.md"
"02_Script/stan/renewal_ceara_v4_9_climate_forced_canary.rds","R data (.rds)","02_ceara_pipeline","climate_forced","table","","02_ceara_pipeline/02_transmission_fitting/01_fit_ceara_climate_v49.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_9_climate_forced_canary.rds","moved",""
"02_Script/stan/renewal_ceara_v4_9_climate_forced_canary.stan","Stan source","02_ceara_pipeline","climate_forced","source_Stan","","02_ceara_pipeline/02_transmission_fitting/01_fit_ceara_climate_v49.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_9_climate_forced_canary.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_9_hierarchical_seasonality.rds","R data (.rds)","02_ceara_pipeline","baseline (v4.9, accepted)","table","","00_shared/legacy_model_functions/28_v4_9.../scripts/01_fit_v4_9.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_9_hierarchical_seasonality.rds","moved",""
"02_Script/stan/renewal_ceara_v4_9_hierarchical_seasonality.stan","Stan source","02_ceara_pipeline","baseline (v4.9, accepted)","source_Stan","","00_shared/legacy_model_functions/28_v4_9.../scripts/01_fit_v4_9.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_9_hierarchical_seasonality.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_9_hierarchical_seasonality_optional_serology.rds","R data (.rds)","multistate","transmission_fitting","table","","03_bahia_pipeline/02_transmission_fitting/01_fit_bahia_v4_9.R","current","02_Script/00_shared/stan/current/multistate/renewal_ceara_v4_9_hierarchical_seasonality_optional_serology.rds","moved",""
"02_Script/stan/renewal_ceara_v4_9_hierarchical_seasonality_optional_serology.stan","Stan source","multistate","transmission_fitting","source_Stan","","03_bahia_pipeline/02_transmission_fitting/01_fit_bahia_v4_9.R","current","02_Script/00_shared/stan/current/multistate/renewal_ceara_v4_9_hierarchical_seasonality_optional_serology.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v4_9_serology_ablation.rds","R data (.rds)","02_ceara_pipeline","baseline (v4.9 sensitivity)","table","","00_shared/legacy_model_functions/28_v4_9.../scripts/04_fit_v4_9_serology_ablation.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_9_serology_ablation.rds","moved",""
"02_Script/stan/renewal_ceara_v4_9_serology_ablation.stan","Stan source","02_ceara_pipeline","baseline (v4.9 sensitivity)","source_Stan","","00_shared/legacy_model_functions/28_v4_9.../scripts/04_fit_v4_9_serology_ablation.R","current","02_Script/00_shared/stan/current/ceara/renewal_ceara_v4_9_serology_ablation.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_ceara_v5_0a_dynamic_R_direct_serology.rds","R data (.rds)","90_development_archive","","legacy","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v5_0a_dynamic_R_direct_serology.rds","moved",""
"02_Script/stan/renewal_ceara_v5_0a_dynamic_R_direct_serology.stan","Stan source","90_development_archive","","source_Stan","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v5_0a_dynamic_R_direct_serology.stan","moved","No live pipeline references this file; see MODEL_REGISTRY.md"
"02_Script/stan/renewal_ceara_v5_0b_lowrank_dynamic_R.rds","R data (.rds)","90_development_archive","","legacy","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v5_0b_lowrank_dynamic_R.rds","moved",""
"02_Script/stan/renewal_ceara_v5_0b_lowrank_dynamic_R.stan","Stan source","90_development_archive","","source_Stan","","","legacy","02_Script/90_development_archive/08_old_stan_models/renewal_ceara_v5_0b_lowrank_dynamic_R.stan","moved","No live pipeline references this file; see MODEL_REGISTRY.md"
"02_Script/stan/renewal_pernambuco_v4_9_5strata_spatial.rds","R data (.rds)","04_pernambuco_pipeline","spatial_validation","table","","05_spatial_validation/12_fit_pe_5strata_spatial.R","current (halted)","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_5strata_spatial.rds","moved",""
"02_Script/stan/renewal_pernambuco_v4_9_5strata_spatial.stan","Stan source","04_pernambuco_pipeline","spatial_validation","source_Stan","","05_spatial_validation/12_fit_pe_5strata_spatial.R","current (halted)","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_5strata_spatial.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_pernambuco_v4_9_global_q_curved_reparam.rds","R data (.rds)","04_pernambuco_pipeline","sensitivity_identification","table","","04_sensitivity_identification/07_fit_pe_curved_ridge_reparam.R;09_fit_pe_curved_longwarmup_diagnostic.R","current","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_global_q_curved_reparam.rds","moved",""
"02_Script/stan/renewal_pernambuco_v4_9_global_q_curved_reparam.stan","Stan source","04_pernambuco_pipeline","sensitivity_identification","source_Stan","","04_sensitivity_identification/07_fit_pe_curved_ridge_reparam.R;09_fit_pe_curved_longwarmup_diagnostic.R","current","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_global_q_curved_reparam.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_pernambuco_v4_9_global_q_ridge_reparam.rds","R data (.rds)","04_pernambuco_pipeline","sensitivity_identification","table","","04_sensitivity_identification/01_fit_pe_global_q_ridge_reparam.R","current","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_global_q_ridge_reparam.rds","moved",""
"02_Script/stan/renewal_pernambuco_v4_9_global_q_ridge_reparam.stan","Stan source","04_pernambuco_pipeline","sensitivity_identification","source_Stan","","04_sensitivity_identification/01_fit_pe_global_q_ridge_reparam.R","current","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_global_q_ridge_reparam.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_pernambuco_v4_9_spatial0.rds","R data (.rds)","04_pernambuco_pipeline","spatial_validation","table","","05_spatial_validation/18_fit_pe_spatial0.R;21_pe_q2_feasibility_diagnostic.R","current","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_spatial0.rds","moved",""
"02_Script/stan/renewal_pernambuco_v4_9_spatial0.stan","Stan source","04_pernambuco_pipeline","spatial_validation","source_Stan","","05_spatial_validation/18_fit_pe_spatial0.R;21_pe_q2_feasibility_diagnostic.R","current","02_Script/00_shared/stan/current/pernambuco/renewal_pernambuco_v4_9_spatial0.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/renewal_riodejaneiro_city_v4_9_global_q_logitnormal_serology.rds","R data (.rds)","05_rio_de_janeiro_pipeline","transmission_fitting","table","","02_transmission_fitting/05_fit_rj_city_u10.R;06_fit_rj_city_u10_ad099.R","current","02_Script/00_shared/stan/current/rio_de_janeiro/renewal_riodejaneiro_city_v4_9_global_q_logitnormal_serology.rds","moved",""
"02_Script/stan/renewal_riodejaneiro_city_v4_9_global_q_logitnormal_serology.stan","Stan source","05_rio_de_janeiro_pipeline","transmission_fitting","source_Stan","","02_transmission_fitting/05_fit_rj_city_u10.R;06_fit_rj_city_u10_ad099.R","current","02_Script/00_shared/stan/current/rio_de_janeiro/renewal_riodejaneiro_city_v4_9_global_q_logitnormal_serology.stan","moved","See MODEL_REGISTRY.md for full status/consumer detail"
"02_Script/stan/sampling_progress/v4_1","directory (bundle move)","90_development_archive","","legacy","","","legacy","02_Script/90_development_archive/08_old_stan_models/chains_v4_1","moved",""
"03_Output/diagnostics/ceara_historical_age12_vaccine_counterfactual","directory (bundle move)","02_ceara_pipeline","","diagnostic","","","current","03_Output/02_ceara_pipeline/diagnostics/ceara_historical_age12_vaccine_counterfactual","moved",""
"03_Output/figures/annual_foi_shape_v2","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/annual_foi_shape_v2","moved",""
"03_Output/figures/bahia_global_q_local_consistency_audit","directory (bundle move)","03_bahia_pipeline","","figure","","","current","03_Output/03_bahia_pipeline/figures/bahia_global_q_local_consistency_audit","moved",""
"03_Output/figures/bahia_spatial_turnover_diagnostic","directory (bundle move)","03_bahia_pipeline","","figure","","","current","03_Output/03_bahia_pipeline/figures/bahia_spatial_turnover_diagnostic","moved",""
"03_Output/figures/bahia_v4_9_replication","directory (bundle move)","03_bahia_pipeline","","figure","","","current","03_Output/03_bahia_pipeline/figures/bahia_v4_9_replication","moved",""
"03_Output/figures/brazil_uf_foi_aggregation","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/brazil_uf_foi_aggregation","moved",""
"03_Output/figures/case_climate_anomaly_ccf_23.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/case_climate_anomaly_ccf_23.png","moved",""
"03_Output/figures/case_climate_anomaly_timeseries_23.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/case_climate_anomaly_timeseries_23.png","moved",""
"03_Output/figures/case_climate_ccf_23.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/case_climate_ccf_23.png","moved",""
"03_Output/figures/case_climate_timeseries_23.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/case_climate_timeseries_23.png","moved",""
"03_Output/figures/ceara_historical_age12_vaccine_counterfactual","directory (bundle move)","02_ceara_pipeline","","figure","","","current","03_Output/02_ceara_pipeline/figures/vaccine/ceara_historical_age12_vaccine_counterfactual","moved",""
"03_Output/figures/chik_bahia_muni_week_heatmap.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_bahia_muni_week_heatmap.png","moved",""
"03_Output/figures/chik_incidence_region_overlay.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_incidence_region_overlay.png","moved",""
"03_Output/figures/chik_incidence_state_heatmap.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_incidence_state_heatmap.png","moved",""
"03_Output/figures/chik_map_cumulative_total.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_map_cumulative_total.png","moved",""
"03_Output/figures/chik_map_incidence_cumulative.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_map_incidence_cumulative.png","moved",""
"03_Output/figures/chik_map_incidence_yearly.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_map_incidence_yearly.png","moved",""
"03_Output/figures/chik_map_seasonality.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_map_seasonality.png","moved",""
"03_Output/figures/chik_map_yearly_2015_2024.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_map_yearly_2015_2024.png","moved",""
"03_Output/figures/chik_national_monthly_curve.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_national_monthly_curve.png","moved",""
"03_Output/figures/chik_region_curves_overlay.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_region_curves_overlay.png","moved",""
"03_Output/figures/chik_state_curves_facet.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_curves_facet.png","moved",""
"03_Output/figures/chik_state_epidemic_timeline.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_epidemic_timeline.png","moved",""
"03_Output/figures/chik_state_first_epidemic_ranked.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_first_epidemic_ranked.png","moved",""
"03_Output/figures/chik_state_heatmap.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_heatmap.png","moved",""
"03_Output/figures/chik_state_ranking_bar.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_ranking_bar.png","moved",""
"03_Output/figures/chik_state_share_stacked.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_share_stacked.png","moved",""
"03_Output/figures/chik_state_synchrony_by_wave_facet.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_synchrony_by_wave_facet.png","moved",""
"03_Output/figures/chik_state_wave_diagnostic_facets.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_state_wave_diagnostic_facets.png","moved",""
"03_Output/figures/chik_supplement_muni_peak_asynchrony.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_supplement_muni_peak_asynchrony.png","moved",""
"03_Output/figures/chik_synchrony_trend_over_time.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/chik_synchrony_trend_over_time.png","moved",""
"03_Output/figures/climate_forced_v4_9","directory (bundle move)","02_ceara_pipeline","","figure","","","current","03_Output/02_ceara_pipeline/figures/transmission/climate_forced_v4_9","moved",""
"03_Output/figures/dynamic_annual_foi_ceara_diagnostics.pdf","PDF figure/document","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/dynamic_annual_foi_ceara_diagnostics.pdf","moved",""
"03_Output/figures/dynamic_annual_foi_ceara_prior_predictive.pdf","PDF figure/document","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/dynamic_annual_foi_ceara_prior_predictive.pdf","moved",""
"03_Output/figures/dynamic_annual_foi_ceara_traceplots.pdf","PDF figure/document","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/dynamic_annual_foi_ceara_traceplots.pdf","moved",""
"03_Output/figures/episode_susceptibility","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/episode_susceptibility","moved",""
"03_Output/figures/mato_grosso_v4_9_replication","directory (bundle move)","06_mato_grosso_pipeline","","figure","","","current","03_Output/06_mato_grosso_pipeline/figures/mato_grosso_v4_9_replication","moved",""
"03_Output/figures/mg_v12e_annual_infections.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_annual_infections.png","moved",""
"03_Output/figures/mg_v12e_infectious_state.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_infectious_state.png","moved",""
"03_Output/figures/mg_v12e_mcmc_density_key.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_mcmc_density_key.png","moved",""
"03_Output/figures/mg_v12e_mcmc_trace_key.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_mcmc_trace_key.png","moved",""
"03_Output/figures/mg_v12e_posterior_predictive_cases.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_posterior_predictive_cases.png","moved",""
"03_Output/figures/mg_v12e_reff.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_reff.png","moved",""
"03_Output/figures/mg_v12e_susceptible_count.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_susceptible_count.png","moved",""
"03_Output/figures/mg_v12e_susceptible_fraction.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_susceptible_fraction.png","moved",""
"03_Output/figures/mg_v12e_weekly_infections.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/mg_v12e_weekly_infections.png","moved",""
"03_Output/figures/national_episode_census","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/national_episode_census","moved",""
"03_Output/figures/national_grid_susceptibility","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/national_grid_susceptibility","moved",""
"03_Output/figures/national_wave_analysis","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/national_wave_analysis","moved",""
"03_Output/figures/national_wave_census_v2","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/national_wave_census_v2","moved",""
"03_Output/figures/pernambuco_v4_9_replication","directory (bundle move)","04_pernambuco_pipeline","","figure","","","current","03_Output/04_pernambuco_pipeline/figures/pernambuco_v4_9_replication","moved",""
"03_Output/figures/renewal_bahia_v4_9_global_q_multisite_serology","directory (bundle move)","multistate","transmission_fitting","figure","","03_bahia_pipeline/02_transmission_fitting/04_fit_bahia_global_q_multisite.R;04_pernambuco_pipeline/.../02_fit_pe_global_q.R;05_rio_de_janeiro_pipeline/.../01-04_fit_rj_*.R;06_mato_grosso_pipeline/.../01-03_fit_mt_*.R","current","03_Output/03_bahia_pipeline/figures/renewal_bahia_v4_9_global_q_multisite_serology","moved",""
"03_Output/figures/renewal_bahia_v4_9_multisite_serology","directory (bundle move)","03_bahia_pipeline","","figure","","","current","03_Output/03_bahia_pipeline/figures/renewal_bahia_v4_9_multisite_serology","moved",""
"03_Output/figures/renewal_bahia_v4_9_replication","directory (bundle move)","03_bahia_pipeline","","figure","","","current","03_Output/03_bahia_pipeline/figures/renewal_bahia_v4_9_replication","moved",""
"03_Output/figures/renewal_episode_re","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/renewal_episode_re","moved",""
"03_Output/figures/renewal_major_episode_re","directory (bundle move)","07_national_pipeline","","figure","","","current","03_Output/07_national_pipeline/figures/renewal_major_episode_re","moved",""
"03_Output/figures/renewal_model_development","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_model_development","moved",""
"03_Output/figures/renewal_v1","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v1","moved",""
"03_Output/figures/renewal_v2","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v2","moved",""
"03_Output/figures/renewal_v2_1","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v2_1","moved",""
"03_Output/figures/renewal_v2_2","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v2_2","moved",""
"03_Output/figures/renewal_v2_3","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v2_3","moved",""
"03_Output/figures/renewal_v3_0","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v3_0","moved",""
"03_Output/figures/renewal_v3_1","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v3_1","moved",""
"03_Output/figures/renewal_v3_2_coarse_regional","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v3_2_coarse_regional","moved",""
"03_Output/figures/renewal_v4_0_minimal_no_vaccine","directory (bundle move)","02_ceara_pipeline","","figure","","","current","03_Output/02_ceara_pipeline/figures/transmission/renewal_v4_0_minimal_no_vaccine","moved",""
"03_Output/figures/renewal_v4_0_minimal_no_vaccine_td14","directory (bundle move)","02_ceara_pipeline","","figure","","","current","03_Output/02_ceara_pipeline/figures/transmission/renewal_v4_0_minimal_no_vaccine_td14","moved",""
"03_Output/figures/renewal_v4_1_minimal_no_vaccine","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_1_minimal_no_vaccine","moved",""
"03_Output/figures/renewal_v4_1_modular_q","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_1_modular_q","moved",""
"03_Output/figures/renewal_v4_1_q_only","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_1_q_only","moved",""
"03_Output/figures/renewal_v4_2_q_juazeiro_serology","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_2_q_juazeiro_serology","moved",""
"03_Output/figures/renewal_v4_4_four_week_observation","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_4_four_week_observation","moved",""
"03_Output/figures/renewal_v4_5_burden_shape_observation","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_5_burden_shape_observation","moved",""
"03_Output/figures/renewal_v4_6_fixed_q_sweep","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_6_fixed_q_sweep","moved",""
"03_Output/figures/renewal_v4_7_fixed_q_full_period","directory (bundle move)","90_development_archive","","figure","","","legacy","03_Output/90_development_archive/figures/renewal_v4_7_fixed_q_full_period","moved",""
"03_Output/figures/renewal_v4_8_seeded_recurrence","directory (bundle move)","02_ceara_pipeline","","figure","","","current","03_Output/02_ceara_pipeline/figures/transmission/renewal_v4_8_seeded_recurrence","moved",""
