uf_code,uf_name,year,age_group,age_mid,age_lower,age_upper,population
26,3,2023,30-34,32,30,34,761163
26,3,2023,35-39,37,35,39,766817
26,3,2023,40-44,42,40,44,729113
26,3,2023,45-49,47,45,49,658554
26,3,2023,50-54,52,50,54,580353
26,3,2023,55-59,57,55,59,510727
26,3,2023,60-64,62,60,64,420345
26,3,2023,65-69,67,65,69,327781
26,3,2023,70-74,72,70,74,250647
26,3,2023,75-79,77,75,79,178732
26,3,2023,80-84,82,80,84,111518
26,3,2023,85+,87,85,Inf,95098
26,3,2024,<1,0.5,0,0,131667
26,3,2024,1-4,2.5,1,4,537827
26,3,2024,5-9,7,5,9,686834
26,3,2024,10-11,10.5,10,11,280466
26,3,2024,12,12,12,12,142349
26,3,2024,13-17,15,13,17,718286
26,3,2024,18-19,18.5,18,19,299582
26,3,2024,20-24,22,20,24,770870
26,3,2024,25-29,27,25,29,793873
26,3,2024,30-34,32,30,34,756885
26,3,2024,35-39,37,35,39,767718
26,3,2024,40-44,42,40,44,736439
26,3,2024,45-49,47,45,49,672948
26,3,2024,50-54,52,50,54,589759
26,3,2024,55-59,57,55,59,522526
26,3,2024,60-64,62,60,64,434156
26,3,2024,65-69,67,65,69,339315
26,3,2024,70-74,72,70,74,256983
26,3,2024,75-79,77,75,79,186547
26,3,2024,80-84,82,80,84,114513
26,3,2024,85+,87,85,Inf,100076
27,3,2015,<1,0.5,0,0,52495
27,3,2015,1-4,2.5,1,4,214110
27,3,2015,5-9,7,5,9,286257
27,3,2015,10-11,10.5,10,11,120911
27,3,2015,12,12,12,12,63058
27,3,2015,13-17,15,13,17,331422
27,3,2015,18-19,18.5,18,19,131604
27,3,2015,20-24,22,20,24,297809
27,3,2015,25-29,27,25,29,272144
27,3,2015,30-34,32,30,34,261553
27,3,2015,35-39,37,35,39,241041
27,3,2015,40-44,42,40,44,207419
27,3,2015,45-49,47,45,49,188233
27,3,2015,50-54,52,50,54,156628
27,3,2015,55-59,57,55,59,127944
27,3,2015,60-64,62,60,64,104780
27,3,2015,65-69,67,65,69,81002
27,3,2015,70-74,72,70,74,58304
27,3,2015,75-79,77,75,79,39601
27,3,2015,80-84,82,80,84,23173
27,3,2015,85+,87,85,Inf,19734
27,3,2016,<1,0.5,0,0,51060
27,3,2016,1-4,2.5,1,4,211235
27,3,2016,5-9,7,5,9,279910
27,3,2016,10-11,10.5,10,11,119100
27,3,2016,12,12,12,12,60700
27,3,2016,13-17,15,13,17,325035
27,3,2016,18-19,18.5,18,19,133249
27,3,2016,20-24,22,20,24,301551
27,3,2016,25-29,27,25,29,271546
27,3,2016,30-34,32,30,34,261879
27,3,2016,35-39,37,35,39,245116
27,3,2016,40-44,42,40,44,211817
27,3,2016,45-49,47,45,49,191172
27,3,2016,50-54,52,50,54,161644
27,3,2016,55-59,57,55,59,131625
27,3,2016,60-64,62,60,64,107569
27,3,2016,65-69,67,65,69,83775
27,3,2016,70-74,72,70,74,60372
27,3,2016,75-79,77,75,79,40972
27,3,2016,80-84,82,80,84,24103
27,3,2016,85+,87,85,Inf,20199
27,3,2017,<1,0.5,0,0,50434
27,3,2017,1-4,2.5,1,4,207781
27,3,2017,5-9,7,5,9,274724
27,3,2017,10-11,10.5,10,11,116475
27,3,2017,12,12,12,12,59563
27,3,2017,13-17,15,13,17,317012
27,3,2017,18-19,18.5,18,19,133029
27,3,2017,20-24,22,20,24,306303
27,3,2017,25-29,27,25,29,271637
27,3,2017,30-34,32,30,34,261573
27,3,2017,35-39,37,35,39,248302
27,3,2017,40-44,42,40,44,217253
27,3,2017,45-49,47,45,49,193128
27,3,2017,50-54,52,50,54,167005
27,3,2017,55-59,57,55,59,135535
27,3,2017,60-64,62,60,64,110298
27,3,2017,65-69,67,65,69,86611
27,3,2017,70-74,72,70,74,62601
27,3,2017,75-79,77,75,79,42341
27,3,2017,80-84,82,80,84,25173
27,3,2017,85+,87,85,Inf,20754
27,3,2018,<1,0.5,0,0,51280
27,3,2018,1-4,2.5,1,4,204524
27,3,2018,5-9,7,5,9,269021
27,3,2018,10-11,10.5,10,11,114267
27,3,2018,12,12,12,12,58899
27,3,2018,13-17,15,13,17,309339
27,3,2018,18-19,18.5,18,19,130933
27,3,2018,20-24,22,20,24,311057
27,3,2018,25-29,27,25,29,272561
27,3,2018,30-34,32,30,34,260852
27,3,2018,35-39,37,35,39,250650
27,3,2018,40-44,42,40,44,223240
27,3,2018,45-49,47,45,49,194724
27,3,2018,50-54,52,50,54,172337
27,3,2018,55-59,57,55,59,139692
27,3,2018,60-64,62,60,64,113078
27,3,2018,65-69,67,65,69,89469
27,3,2018,70-74,72,70,74,64960
27,3,2018,75-79,77,75,79,43764
27,3,2018,80-84,82,80,84,26331
27,3,2018,85+,87,85,Inf,21401
27,3,2019,<1,0.5,0,0,50885
27,3,2019,1-4,2.5,1,4,202931
27,3,2019,5-9,7,5,9,264190
27,3,2019,10-11,10.5,10,11,112375
27,3,2019,12,12,12,12,56951
27,3,2019,13-17,15,13,17,302524
27,3,2019,18-19,18.5,18,19,128037
27,3,2019,20-24,22,20,24,314307
27,3,2019,25-29,27,25,29,274544
27,3,2019,30-34,32,30,34,260015
27,3,2019,35-39,37,35,39,252315
27,3,2019,40-44,42,40,44,228962
27,3,2019,45-49,47,45,49,196938
27,3,2019,50-54,52,50,54,177074
27,3,2019,55-59,57,55,59,144117
27,3,2019,60-64,62,60,64,116084
27,3,2019,65-69,67,65,69,92288
27,3,2019,70-74,72,70,74,67415
27,3,2019,75-79,77,75,79,45307
27,3,2019,80-84,82,80,84,27495
27,3,2019,85+,87,85,Inf,22157
27,3,2020,<1,0.5,0,0,50464
27,3,2020,1-4,2.5,1,4,201396
27,3,2020,5-9,7,5,9,261064
27,3,2020,10-11,10.5,10,11,108628
27,3,2020,12,12,12,12,56704
27,3,2020,13-17,15,13,17,294853
27,3,2020,18-19,18.5,18,19,125535
27,3,2020,20-24,22,20,24,315125
27,3,2020,25-29,27,25,29,277643
27,3,2020,30-34,32,30,34,259260
27,3,2020,35-39,37,35,39,253408
27,3,2020,40-44,42,40,44,233882
27,3,2020,45-49,47,45,49,200367
27,3,2020,50-54,52,50,54,180904
27,3,2020,55-59,57,55,59,148805
27,3,2020,60-64,62,60,64,119410
27,3,2020,65-69,67,65,69,95047
27,3,2020,70-74,72,70,74,69942
27,3,2020,75-79,77,75,79,47000
27,3,2020,80-84,82,80,84,28631
27,3,2020,85+,87,85,Inf,23024
27,3,2021,<1,0.5,0,0,50033
27,3,2021,1-4,2.5,1,4,200864
27,3,2021,5-9,7,5,9,256875
27,3,2021,10-11,10.5,10,11,106207
27,3,2021,12,12,12,12,55071
27,3,2021,13-17,15,13,17,288595
27,3,2021,18-19,18.5,18,19,122896
27,3,2021,20-24,22,20,24,313459
27,3,2021,25-29,27,25,29,281692
27,3,2021,30-34,32,30,34,258913
27,3,2021,35-39,37,35,39,253893
27,3,2021,40-44,42,40,44,238035
27,3,2021,45-49,47,45,49,204806
27,3,2021,50-54,52,50,54,183892
27,3,2021,55-59,57,55,59,153752
27,3,2021,60-64,62,60,64,123006
27,3,2021,65-69,67,65,69,97755
27,3,2021,70-74,72,70,74,72533
27,3,2021,75-79,77,75,79,48840
27,3,2021,80-84,82,80,84,29766
27,3,2021,85+,87,85,Inf,24012
27,3,2022,<1,0.5,0,0,49579
27,3,2022,1-4,2.5,1,4,200523
27,3,2022,5-9,7,5,9,252908
27,3,2022,10-11,10.5,10,11,105100
27,3,2022,12,12,12,12,52967
27,3,2022,13-17,15,13,17,283057
27,3,2022,18-19,18.5,18,19,118992
27,3,2022,20-24,22,20,24,309591
27,3,2022,25-29,27,25,29,286741
27,3,2022,30-34,32,30,34,259230
27,3,2022,35-39,37,35,39,253759
27,3,2022,40-44,42,40,44,241311
27,3,2022,45-49,47,45,49,210264
27,3,2022,50-54,52,50,54,185933
27,3,2022,55-59,57,55,59,159030
27,3,2022,60-64,62,60,64,126824
27,3,2022,65-69,67,65,69,100408
27,3,2022,70-74,72,70,74,75194
27,3,2022,75-79,77,75,79,50812
27,3,2022,80-84,82,80,84,30920
27,3,2022,85+,87,85,Inf,25134
27,3,2023,<1,0.5,0,0,49106
27,3,2023,1-4,2.5,1,4,198883
27,3,2023,5-9,7,5,9,250601
27,3,2023,10-11,10.5,10,11,103532
27,3,2023,12,12,12,12,52666
27,3,2023,13-17,15,13,17,276548
27,3,2023,18-19,18.5,18,19,115608
27,3,2023,20-24,22,20,24,303694
27,3,2023,25-29,27,25,29,291796
27,3,2023,30-34,32,30,34,260369
27,3,2023,35-39,37,35,39,253212
27,3,2023,40-44,42,40,44,243764
27,3,2023,45-49,47,45,49,216258
27,3,2023,50-54,52,50,54,187626
27,3,2023,55-59,57,55,59,164289
27,3,2023,60-64,62,60,64,130875
27,3,2023,65-69,67,65,69,103112
27,3,2023,70-74,72,70,74,77885
27,3,2023,75-79,77,75,79,52902
27,3,2023,80-84,82,80,84,32113
27,3,2023,85+,87,85,Inf,26365
27,3,2024,<1,0.5,0,0,48612
27,3,2024,1-4,2.5,1,4,197162
27,3,2024,5-9,7,5,9,248720
27,3,2024,10-11,10.5,10,11,101994
27,3,2024,12,12,12,12,51869
27,3,2024,13-17,15,13,17,270403
27,3,2024,18-19,18.5,18,19,113911
27,3,2024,20-24,22,20,24,296169
27,3,2024,25-29,27,25,29,295365
27,3,2024,30-34,32,30,34,262555
27,3,2024,35-39,37,35,39,252545
27,3,2024,40-44,42,40,44,245549
27,3,2024,45-49,47,45,49,221994
27,3,2024,50-54,52,50,54,189921
27,3,2024,55-59,57,55,59,168976
27,3,2024,60-64,62,60,64,135185
27,3,2024,65-69,67,65,69,106027
27,3,2024,70-74,72,70,74,80539
27,3,2024,75-79,77,75,79,55083
27,3,2024,80-84,82,80,84,33402
27,3,2024,85+,87,85,Inf,27656
28,3,2015,<1,0.5,0,0,34619
28,3,2015,1-4,2.5,1,4,136741
28,3,2015,5-9,7,5,9,178832
28,3,2015,10-11,10.5,10,11,72823
28,3,2015,12,12,12,12,36919
28,3,2015,13-17,15,13,17,203028
28,3,2015,18-19,18.5,18,19,85107
28,3,2015,20-24,22,20,24,202656
28,3,2015,25-29,27,25,29,199975
28,3,2015,30-34,32,30,34,189752
28,3,2015,35-39,37,35,39,170936
28,3,2015,40-44,42,40,44,148608
28,3,2015,45-49,47,45,49,135344
28,3,2015,50-54,52,50,54,112366
28,3,2015,55-59,57,55,59,88487
28,3,2015,60-64,62,60,64,70550
28,3,2015,65-69,67,65,69,54606
28,3,2015,70-74,72,70,74,38627
28,3,2015,75-79,77,75,79,26550
28,3,2015,80-84,82,80,84,16286
28,3,2015,85+,87,85,Inf,13845
28,3,2016,<1,0.5,0,0,33620
28,3,2016,1-4,2.5,1,4,136734
28,3,2016,5-9,7,5,9,176413
28,3,2016,10-11,10.5,10,11,73344
28,3,2016,12,12,12,12,36486
28,3,2016,13-17,15,13,17,196990
28,3,2016,18-19,18.5,18,19,85819
28,3,2016,20-24,22,20,24,204080
28,3,2016,25-29,27,25,29,200047
28,3,2016,30-34,32,30,34,192168
28,3,2016,35-39,37,35,39,174962
28,3,2016,40-44,42,40,44,151884
28,3,2016,45-49,47,45,49,137952
28,3,2016,50-54,52,50,54,116596
28,3,2016,55-59,57,55,59,92029
28,3,2016,60-64,62,60,64,72906
28,3,2016,65-69,67,65,69,56606
28,3,2016,70-74,72,70,74,40250
28,3,2016,75-79,77,75,79,27382
28,3,2016,80-84,82,80,84,16824
28,3,2016,85+,87,85,Inf,14040
28,3,2017,<1,0.5,0,0,33464
28,3,2017,1-4,2.5,1,4,135911
28,3,2017,5-9,7,5,9,174585
28,3,2017,10-11,10.5,10,11,73178
28,3,2017,12,12,12,12,36406
28,3,2017,13-17,15,13,17,191366
28,3,2017,18-19,18.5,18,19,85039
28,3,2017,20-24,22,20,24,206414
28,3,2017,25-29,27,25,29,199556
28,3,2017,30-34,32,30,34,194277
28,3,2017,35-39,37,35,39,178698
28,3,2017,40-44,42,40,44,155821
28,3,2017,45-49,47,45,49,139894
28,3,2017,50-54,52,50,54,120862
28,3,2017,55-59,57,55,59,95881
28,3,2017,60-64,62,60,64,75293
28,3,2017,65-69,67,65,69,58594
28,3,2017,70-74,72,70,74,42053
28,3,2017,75-79,77,75,79,28213
28,3,2017,80-84,82,80,84,17475
28,3,2017,85+,87,85,Inf,14286
28,3,2018,<1,0.5,0,0,34572
28,3,2018,1-4,2.5,1,4,135407
28,3,2018,5-9,7,5,9,172611
28,3,2018,10-11,10.5,10,11,72089
28,3,2018,12,12,12,12,37005
28,3,2018,13-17,15,13,17,187085
28,3,2018,18-19,18.5,18,19,82782
28,3,2018,20-24,22,20,24,208810
28,3,2018,25-29,27,25,29,198918
28,3,2018,30-34,32,30,34,195987
28,3,2018,35-39,37,35,39,182119
28,3,2018,40-44,42,40,44,160192
28,3,2018,45-49,47,45,49,141557
28,3,2018,50-54,52,50,54,124970
28,3,2018,55-59,57,55,59,99948
28,3,2018,60-64,62,60,64,77813
28,3,2018,65-69,67,65,69,60595
28,3,2018,70-74,72,70,74,43958
28,3,2018,75-79,77,75,79,29111
28,3,2018,80-84,82,80,84,18187
28,3,2018,85+,87,85,Inf,14592
28,3,2019,<1,0.5,0,0,34342
28,3,2019,1-4,2.5,1,4,135794
28,3,2019,5-9,7,5,9,171157
28,3,2019,10-11,10.5,10,11,71465
28,3,2019,12,12,12,12,36240
28,3,2019,13-17,15,13,17,184347
28,3,2019,18-19,18.5,18,19,80427
28,3,2019,20-24,22,20,24,209938
28,3,2019,25-29,27,25,29,198772
28,3,2019,30-34,32,30,34,197182
28,3,2019,35-39,37,35,39,185212
28,3,2019,40-44,42,40,44,164613
28,3,2019,45-49,47,45,49,143531
28,3,2019,50-54,52,50,54,128656
28,3,2019,55-59,57,55,59,104092
28,3,2019,60-64,62,60,64,80588
28,3,2019,65-69,67,65,69,62653
28,3,2019,70-74,72,70,74,45866
28,3,2019,75-79,77,75,79,30162
28,3,2019,80-84,82,80,84,18894
28,3,2019,85+,87,85,Inf,14971
28,3,2020,<1,0.5,0,0,34107
28,3,2020,1-4,2.5,1,4,135535
28,3,2020,5-9,7,5,9,171195
28,3,2020,10-11,10.5,10,11,70094
28,3,2020,12,12,12,12,35914
28,3,2020,13-17,15,13,17,183232
28,3,2020,18-19,18.5,18,19,77104
28,3,2020,20-24,22,20,24,208998
28,3,2020,25-29,27,25,29,199476
28,3,2020,30-34,32,30,34,197810
28,3,2020,35-39,37,35,39,187963
28,3,2020,40-44,42,40,44,168830
28,3,2020,45-49,47,45,49,146169
28,3,2020,50-54,52,50,54,131783
28,3,2020,55-59,57,55,59,108213
28,3,2020,60-64,62,60,64,83690
28,3,2020,65-69,67,65,69,64803
28,3,2020,70-74,72,70,74,47714
28,3,2020,75-79,77,75,79,31403
28,3,2020,80-84,82,80,84,19576
28,3,2020,85+,87,85,Inf,15423
28,3,2021,<1,0.5,0,0,33874
28,3,2021,1-4,2.5,1,4,136037
28,3,2021,5-9,7,5,9,170200
28,3,2021,10-11,10.5,10,11,69061
28,3,2021,12,12,12,12,35616
28,3,2021,13-17,15,13,17,182226
28,3,2021,18-19,18.5,18,19,74289
28,3,2021,20-24,22,20,24,206551
28,3,2021,25-29,27,25,29,200938
28,3,2021,30-34,32,30,34,197923
28,3,2021,35-39,37,35,39,190377
28,3,2021,40-44,42,40,44,172825
28,3,2021,45-49,47,45,49,149416
28,3,2021,50-54,52,50,54,134360
28,3,2021,55-59,57,55,59,112325
28,3,2021,60-64,62,60,64,87090
28,3,2021,65-69,67,65,69,67026
28,3,2021,70-74,72,70,74,49542
28,3,2021,75-79,77,75,79,32800
28,3,2021,80-84,82,80,84,20252
28,3,2021,85+,87,85,Inf,15960
28,3,2022,<1,0.5,0,0,33627
28,3,2022,1-4,2.5,1,4,136460
28,3,2022,5-9,7,5,9,169230
28,3,2022,10-11,10.5,10,11,68926
28,3,2022,12,12,12,12,34543
28,3,2022,13-17,15,13,17,181350
28,3,2022,18-19,18.5,18,19,73427
28,3,2022,20-24,22,20,24,201085
28,3,2022,25-29,27,25,29,203306
28,3,2022,30-34,32,30,34,197473
28,3,2022,35-39,37,35,39,192489
28,3,2022,40-44,42,40,44,176538
28,3,2022,45-49,47,45,49,153309
28,3,2022,50-54,52,50,54,136300
28,3,2022,55-59,57,55,59,116473
28,3,2022,60-64,62,60,64,90781
28,3,2022,65-69,67,65,69,69283
28,3,2022,70-74,72,70,74,51369
28,3,2022,75-79,77,75,79,34345
28,3,2022,80-84,82,80,84,20937
28,3,2022,85+,87,85,Inf,16589
28,3,2023,<1,0.5,0,0,33352
28,3,2023,1-4,2.5,1,4,135533
28,3,2023,5-9,7,5,9,169837
28,3,2023,10-11,10.5,10,11,68280
28,3,2023,12,12,12,12,34581
28,3,2023,13-17,15,13,17,179491
28,3,2023,18-19,18.5,18,19,72912
28,3,2023,20-24,22,20,24,195136
28,3,2023,25-29,27,25,29,205729
28,3,2023,30-34,32,30,34,196879
28,3,2023,35-39,37,35,39,194210
28,3,2023,40-44,42,40,44,179942
28,3,2023,45-49,47,45,49,157629
28,3,2023,50-54,52,50,54,137967
28,3,2023,55-59,57,55,59,120471
28,3,2023,60-64,62,60,64,94684
28,3,2023,65-69,67,65,69,71664
28,3,2023,70-74,72,70,74,53211
28,3,2023,75-79,77,75,79,35978
28,3,2023,80-84,82,80,84,21674
28,3,2023,85+,87,85,Inf,17287
28,3,2024,<1,0.5,0,0,33068
28,3,2024,1-4,2.5,1,4,134559
28,3,2024,5-9,7,5,9,169993
28,3,2024,10-11,10.5,10,11,68034
28,3,2024,12,12,12,12,34407
28,3,2024,13-17,15,13,17,177067
28,3,2024,18-19,18.5,18,19,73424
28,3,2024,20-24,22,20,24,189602
28,3,2024,25-29,27,25,29,206898
28,3,2024,30-34,32,30,34,196770
28,3,2024,35-39,37,35,39,195418
28,3,2024,40-44,42,40,44,183024
28,3,2024,45-49,47,45,49,162000
28,3,2024,50-54,52,50,54,139941
28,3,2024,55-59,57,55,59,124066
28,3,2024,60-64,62,60,64,98661
28,3,2024,65-69,67,65,69,74281
28,3,2024,70-74,72,70,74,55113
28,3,2024,75-79,77,75,79,37620
28,3,2024,80-84,82,80,84,22528
28,3,2024,85+,87,85,Inf,18010
29,3,2015,<1,0.5,0,0,208238
29,3,2015,1-4,2.5,1,4,834930
29,3,2015,5-9,7,5,9,1121187
29,3,2015,10-11,10.5,10,11,481429
29,3,2015,12,12,12,12,246670
29,3,2015,13-17,15,13,17,1298031
29,3,2015,18-19,18.5,18,19,532396
29,3,2015,20-24,22,20,24,1275182
29,3,2015,25-29,27,25,29,1243347
29,3,2015,30-34,32,30,34,1275927
29,3,2015,35-39,37,35,39,1155873
29,3,2015,40-44,42,40,44,971943
29,3,2015,45-49,47,45,49,889565
29,3,2015,50-54,52,50,54,762335
29,3,2015,55-59,57,55,59,641055
29,3,2015,60-64,62,60,64,506826
29,3,2015,65-69,67,65,69,404527
29,3,2015,70-74,72,70,74,302165
29,3,2015,75-79,77,75,79,217604
29,3,2015,80-84,82,80,84,132889
29,3,2015,85+,87,85,Inf,126899
29,3,2016,<1,0.5,0,0,205974
29,3,2016,1-4,2.5,1,4,828161
29,3,2016,5-9,7,5,9,1099919
29,3,2016,10-11,10.5,10,11,469523
29,3,2016,12,12,12,12,242473
29,3,2016,13-17,15,13,17,1270682
29,3,2016,18-19,18.5,18,19,532503
29,3,2016,20-24,22,20,24,1273827
29,3,2016,25-29,27,25,29,1227105
29,3,2016,30-34,32,30,34,1271149
29,3,2016,35-39,37,35,39,1184217
29,3,2016,40-44,42,40,44,997368
29,3,2016,45-49,47,45,49,901458
29,3,2016,50-54,52,50,54,782099
29,3,2016,55-59,57,55,59,659618
29,3,2016,60-64,62,60,64,524254
29,3,2016,65-69,67,65,69,416048
29,3,2016,70-74,72,70,74,311963
29,3,2016,75-79,77,75,79,223924
29,3,2016,80-84,82,80,84,137828
29,3,2016,85+,87,85,Inf,129591
29,3,2017,<1,0.5,0,0,205826
29,3,2017,1-4,2.5,1,4,821180
29,3,2017,5-9,7,5,9,1082580
29,3,2017,10-11,10.5,10,11,456576
29,3,2017,12,12,12,12,237664
29,3,2017,13-17,15,13,17,1243373
29,3,2017,18-19,18.5,18,19,527470
29,3,2017,20-24,22,20,24,1274790
29,3,2017,25-29,27,25,29,1215830
29,3,2017,30-34,32,30,34,1257080
29,3,2017,35-39,37,35,39,1209244
29,3,2017,40-44,42,40,44,1029168
29,3,2017,45-49,47,45,49,909164
29,3,2017,50-54,52,50,54,803480
29,3,2017,55-59,57,55,59,676851
29,3,2017,60-64,62,60,64,543642
29,3,2017,65-69,67,65,69,427066
29,3,2017,70-74,72,70,74,322914
29,3,2017,75-79,77,75,79,229639
29,3,2017,80-84,82,80,84,143877
29,3,2017,85+,87,85,Inf,132454
29,3,2018,<1,0.5,0,0,208814
29,3,2018,1-4,2.5,1,4,819029
29,3,2018,5-9,7,5,9,1062241
29,3,2018,10-11,10.5,10,11,448834
29,3,2018,12,12,12,12,230599
29,3,2018,13-17,15,13,17,1217512
29,3,2018,18-19,18.5,18,19,517336
29,3,2018,20-24,22,20,24,1275636
29,3,2018,25-29,27,25,29,1208879
29,3,2018,30-34,32,30,34,1236983
29,3,2018,35-39,37,35,39,1229213
29,3,2018,40-44,42,40,44,1064730
29,3,2018,45-49,47,45,49,916062
29,3,2018,50-54,52,50,54,824918
29,3,2018,55-59,57,55,59,693448
29,3,2018,60-64,62,60,64,564104
29,3,2018,65-69,67,65,69,438339
29,3,2018,70-74,72,70,74,334520
29,3,2018,75-79,77,75,79,235317
29,3,2018,80-84,82,80,84,150434
29,3,2018,85+,87,85,Inf,135669
29,3,2019,<1,0.5,0,0,206811
29,3,2019,1-4,2.5,1,4,822436
29,3,2019,5-9,7,5,9,1042741
29,3,2019,10-11,10.5,10,11,443652
29,3,2019,12,12,12,12,224745
29,3,2019,13-17,15,13,17,1193227
29,3,2019,18-19,18.5,18,19,502790
29,3,2019,20-24,22,20,24,1272713
29,3,2019,25-29,27,25,29,1204870
29,3,2019,30-34,32,30,34,1215977
29,3,2019,35-39,37,35,39,1241930
29,3,2019,40-44,42,40,44,1099767
29,3,2019,45-49,47,45,49,927407
29,3,2019,50-54,52,50,54,843958
29,3,2019,55-59,57,55,59,710570
29,3,2019,60-64,62,60,64,584237
29,3,2019,65-69,67,65,69,451038
29,3,2019,70-74,72,70,74,346014
29,3,2019,75-79,77,75,79,241769
29,3,2019,80-84,82,80,84,156708
29,3,2019,85+,87,85,Inf,139498
29,3,2020,<1,0.5,0,0,204695
29,3,2020,1-4,2.5,1,4,821181
29,3,2020,5-9,7,5,9,1032020
29,3,2020,10-11,10.5,10,11,434329
29,3,2020,12,12,12,12,222881
29,3,2020,13-17,15,13,17,1170332
29,3,2020,18-19,18.5,18,19,487239
29,3,2020,20-24,22,20,24,1263882
29,3,2020,25-29,27,25,29,1202728
29,3,2020,30-34,32,30,34,1197342
29,3,2020,35-39,37,35,39,1246201
29,3,2020,40-44,42,40,44,1131342
29,3,2020,45-49,47,45,49,946298
29,3,2020,50-54,52,50,54,859318
29,3,2020,55-59,57,55,59,728869
29,3,2020,60-64,62,60,64,603215
29,3,2020,65-69,67,65,69,465783
29,3,2020,70-74,72,70,74,357024
29,3,2020,75-79,77,75,79,249417
29,3,2020,80-84,82,80,84,162324
29,3,2020,85+,87,85,Inf,144004
29,3,2021,<1,0.5,0,0,202383
29,3,2021,1-4,2.5,1,4,820061
29,3,2021,5-9,7,5,9,1023216
29,3,2021,10-11,10.5,10,11,424247
29,3,2021,12,12,12,12,219586
29,3,2021,13-17,15,13,17,1146796
29,3,2021,18-19,18.5,18,19,479093
29,3,2021,20-24,22,20,24,1246323
29,3,2021,25-29,27,25,29,1202565
29,3,2021,30-34,32,30,34,1182053
29,3,2021,35-39,37,35,39,1241976
29,3,2021,40-44,42,40,44,1159650
29,3,2021,45-49,47,45,49,971615
29,3,2021,50-54,52,50,54,871278
29,3,2021,55-59,57,55,59,748272
29,3,2021,60-64,62,60,64,621155
29,3,2021,65-69,67,65,69,482319
29,3,2021,70-74,72,70,74,367694
29,3,2021,75-79,77,75,79,258051
29,3,2021,80-84,82,80,84,167507
29,3,2021,85+,87,85,Inf,149230
29,3,2022,<1,0.5,0,0,199870
29,3,2022,1-4,2.5,1,4,816778
29,3,2022,5-9,7,5,9,1016300
29,3,2022,10-11,10.5,10,11,418236
29,3,2022,12,12,12,12,213587
29,3,2022,13-17,15,13,17,1124165
29,3,2022,18-19,18.5,18,19,473984
29,3,2022,20-24,22,20,24,1220670
29,3,2022,25-29,27,25,29,1204692
29,3,2022,30-34,32,30,34,1171652
29,3,2022,35-39,37,35,39,1228573
29,3,2022,40-44,42,40,44,1184702
29,3,2022,45-49,47,45,49,1003175
29,3,2022,50-54,52,50,54,879186
29,3,2022,55-59,57,55,59,769240
29,3,2022,60-64,62,60,64,637856
29,3,2022,65-69,67,65,69,500653
29,3,2022,70-74,72,70,74,377966
29,3,2022,75-79,77,75,79,267656
29,3,2022,80-84,82,80,84,172284
29,3,2022,85+,87,85,Inf,155292
29,3,2023,<1,0.5,0,0,197285
29,3,2023,1-4,2.5,1,4,807997
29,3,2023,5-9,7,5,9,1017337
29,3,2023,10-11,10.5,10,11,411426
29,3,2023,12,12,12,12,209527
29,3,2023,13-17,15,13,17,1100346
29,3,2023,18-19,18.5,18,19,465298
29,3,2023,20-24,22,20,24,1194961
29,3,2023,25-29,27,25,29,1206699
29,3,2023,30-34,32,30,34,1165519
29,3,2023,35-39,37,35,39,1209201
29,3,2023,40-44,42,40,44,1204778
29,3,2023,45-49,47,45,49,1038410
29,3,2023,50-54,52,50,54,886325
29,3,2023,55-59,57,55,59,790265
29,3,2023,60-64,62,60,64,653982
29,3,2023,65-69,67,65,69,519974
29,3,2023,70-74,72,70,74,388497
29,3,2023,75-79,77,75,79,277810
29,3,2023,80-84,82,80,84,177079
29,3,2023,85+,87,85,Inf,161884
29,3,2024,<1,0.5,0,0,194695
29,3,2024,1-4,2.5,1,4,798628
29,3,2024,5-9,7,5,9,1018939
29,3,2024,10-11,10.5,10,11,404086
29,3,2024,12,12,12,12,207600
29,3,2024,13-17,15,13,17,1079516
29,3,2024,18-19,18.5,18,19,453757
29,3,2024,20-24,22,20,24,1169281
29,3,2024,25-29,27,25,29,1204975
29,3,2024,30-34,32,30,34,1162284
29,3,2024,35-39,37,35,39,1188924
29,3,2024,40-44,42,40,44,1217701
29,3,2024,45-49,47,45,49,1073136
29,3,2024,50-54,52,50,54,897797
29,3,2024,55-59,57,55,59,808985
29,3,2024,60-64,62,60,64,670618
29,3,2024,65-69,67,65,69,539004
29,3,2024,70-74,72,70,74,400318
29,3,2024,75-79,77,75,79,287877
29,3,2024,80-84,82,80,84,182485
29,3,2024,85+,87,85,Inf,168619
31,3,2015,<1,0.5,0,0,270620
31,3,2015,1-4,2.5,1,4,1051082
31,3,2015,5-9,7,5,9,1340004
31,3,2015,10-11,10.5,10,11,578140
31,3,2015,12,12,12,12,297370
31,3,2015,13-17,15,13,17,1636227
31,3,2015,18-19,18.5,18,19,694662
31,3,2015,20-24,22,20,24,1725473
31,3,2015,25-29,27,25,29,1732655
31,3,2015,30-34,32,30,34,1707390
31,3,2015,35-39,37,35,39,1601861
31,3,2015,40-44,42,40,44,1419411
31,3,2015,45-49,47,45,49,1368536
31,3,2015,50-54,52,50,54,1278663
31,3,2015,55-59,57,55,59,1108344
31,3,2015,60-64,62,60,64,888373
31,3,2015,65-69,67,65,69,674237
31,3,2015,70-74,72,70,74,490258
31,3,2015,75-79,77,75,79,360592
31,3,2015,80-84,82,80,84,228844
31,3,2015,85+,87,85,Inf,196236
